Gene	T1	T2	log2FoldChange	Colour
ENSG00000000003.14	4	12	-0.375515626467249	Not
ENSG00000000005.6	4	12	0	Not
ENSG00000000419.12	4	12	-0.17504421300963	Not
ENSG00000000457.14	4	12	0.209913953722991	Not
ENSG00000000460.17	4	12	0.624022247434087	Not
ENSG00000000938.13	4	12	0	Not
ENSG00000000971.15	4	12	1.03607790762308	Significant
ENSG00000001036.13	4	12	-0.457363714591644	Not
ENSG00000001084.12	4	12	-0.21004013723294	Not
ENSG00000001167.14	4	12	-0.155755134966494	Not
ENSG00000001460.18	4	12	0.125039965820079	Not
ENSG00000001461.17	4	12	0.0418281680817398	Not
ENSG00000001497.16	4	12	0.161671142363187	Not
ENSG00000001561.7	4	12	0.0274060061338946	Not
ENSG00000001617.12	4	12	0	Not
ENSG00000001626.15	4	12	-0.685749655143472	Significant
ENSG00000001629.10	4	12	0.179951169471061	Not
ENSG00000001630.17	4	12	-0.126836247383555	Not
ENSG00000001631.15	4	12	0.0106723056160478	Not
ENSG00000002016.17	4	12	0.374681827649373	Not
ENSG00000002079.14	4	12	-0.423642430686643	Not
ENSG00000002330.13	4	12	0.207263976903374	Not
ENSG00000002549.12	4	12	0.46179436735245	Not
ENSG00000002586.20	4	12	0.0574183578096361	Not
ENSG00000002587.10	4	12	-0.0868142362324564	Not
ENSG00000002726.20	4	12	0	Not
ENSG00000002745.13	4	12	0	Not
ENSG00000002746.15	4	12	0	Not
ENSG00000002822.15	4	12	-0.142250571893411	Not
ENSG00000002834.18	4	12	0.0257740710609405	Not
ENSG00000002919.14	4	12	0.23100487588124	Not
ENSG00000002933.9	4	12	0	Not
ENSG00000003056.8	4	12	-0.178043363115454	Not
ENSG00000003096.14	4	12	0	Not
ENSG00000003137.8	4	12	0	Not
ENSG00000003147.19	4	12	-0.0356426619403754	Not
ENSG00000003249.13	4	12	-0.541315589044061	Not
ENSG00000003393.15	4	12	0.092279760654201	Not
ENSG00000003400.14	4	12	0.698030423051943	Not
ENSG00000003402.20	4	12	0.0381087086500438	Not
ENSG00000003436.16	4	12	-0.885109464747634	Significant
ENSG00000003509.16	4	12	0.0226996596145335	Not
ENSG00000003756.16	4	12	0.378638409338646	Not
ENSG00000003987.14	4	12	0	Not
ENSG00000003989.17	4	12	-0.231278065002832	Not
ENSG00000004059.11	4	12	0.218237545402565	Not
ENSG00000004139.14	4	12	-0.437159406970347	Not
ENSG00000004142.12	4	12	0.0129338883289903	Not
ENSG00000004399.12	4	12	0.397091350652511	Not
ENSG00000004455.16	4	12	-0.21896864663429	Not
ENSG00000004468.13	4	12	0	Not
ENSG00000004478.8	4	12	-0.0243212628450979	Not
ENSG00000004487.16	4	12	-0.0204803611378757	Not
ENSG00000004534.15	4	12	0.0896342622972923	Not
ENSG00000004660.14	4	12	-1.19073837930769	Not
ENSG00000004700.16	4	12	-0.140843090217843	Not
ENSG00000004766.17	4	12	-0.0098105725263038	Not
ENSG00000004776.13	4	12	0	Not
ENSG00000004777.18	4	12	1.21178554539778	Not
ENSG00000004779.10	4	12	-0.0118579388258205	Not
ENSG00000004799.8	4	12	0.443661945997445	Not
ENSG00000004809.14	4	12	0	Not
ENSG00000004838.14	4	12	0	Not
ENSG00000004846.16	4	12	0	Not
ENSG00000004848.8	4	12	0	Not
ENSG00000004864.13	4	12	0.111842247255669	Not
ENSG00000004866.20	4	12	-0.031664149359467	Not
ENSG00000004897.12	4	12	0.204609808777178	Not
ENSG00000004939.15	4	12	0	Not
ENSG00000004948.14	4	12	0	Not
ENSG00000004961.15	4	12	-0.527471347275879	Not
ENSG00000004975.12	4	12	0.184093599048306	Not
ENSG00000005001.10	4	12	-0.477008140870006	Not
ENSG00000005007.12	4	12	-0.363618078665858	Not
ENSG00000005020.13	4	12	0.218239011715004	Not
ENSG00000005022.6	4	12	0.148587896156778	Not
ENSG00000005059.16	4	12	0.821392373712252	Not
ENSG00000005073.5	4	12	0	Not
ENSG00000005075.15	4	12	0.135927708424537	Not
ENSG00000005100.13	4	12	-0.297445061259483	Not
ENSG00000005102.13	4	12	0	Not
ENSG00000005108.16	4	12	-0.997679183846799	Significant
ENSG00000005156.11	4	12	0.175913273147959	Not
ENSG00000005175.10	4	12	-0.0913674942055153	Not
ENSG00000005187.12	4	12	0.227503353299393	Not
ENSG00000005189.19	4	12	1.19003808373696	Not
ENSG00000005194.15	4	12	-0.0625081552719877	Not
ENSG00000005206.17	4	12	-0.163366477111444	Not
ENSG00000005238.19	4	12	-0.109328652879781	Not
ENSG00000005243.10	4	12	0	Not
ENSG00000005249.13	4	12	0	Not
ENSG00000005302.18	4	12	-0.0377781426509164	Not
ENSG00000005339.14	4	12	0.225129117263851	Not
ENSG00000005379.17	4	12	0	Not
ENSG00000005381.7	4	12	0	Not
ENSG00000005421.8	4	12	0	Not
ENSG00000005436.13	4	12	-0.525580878724716	Not
ENSG00000005448.16	4	12	0.0829987676022488	Not
ENSG00000005469.11	4	12	-0.161548561429812	Not
ENSG00000005471.17	4	12	0	Not
ENSG00000005483.20	4	12	0.916447739788208	Significant
ENSG00000005486.17	4	12	-0.430303832734085	Not
ENSG00000005513.10	4	12	0	Not
ENSG00000005700.15	4	12	0.0422447575792619	Not
ENSG00000005801.18	4	12	-0.0274621436842799	Not
ENSG00000005810.18	4	12	0.525663389450743	Not
ENSG00000005812.11	4	12	0.156557300695048	Not
ENSG00000005844.17	4	12	0	Not
ENSG00000005882.11	4	12	-0.233523027824095	Not
ENSG00000005884.18	4	12	-0.577601906570347	Significant
ENSG00000005889.15	4	12	0.30853934549094	Not
ENSG00000005893.15	4	12	-0.531335879404216	Significant
ENSG00000005961.18	4	12	0	Not
ENSG00000005981.13	4	12	0	Not
ENSG00000006007.12	4	12	0.0464683326135749	Not
ENSG00000006015.17	4	12	-0.280438324040924	Not
ENSG00000006016.11	4	12	0	Not
ENSG00000006025.12	4	12	0.35907265958324	Not
ENSG00000006042.12	4	12	0	Not
ENSG00000006047.13	4	12	0	Not
ENSG00000006062.16	4	12	0.605701158481081	Not
ENSG00000006071.13	4	12	0	Not
ENSG00000006116.3	4	12	0	Not
ENSG00000006118.14	4	12	0.129312341510853	Not
ENSG00000006125.18	4	12	-0.0841887007413257	Not
ENSG00000006128.12	4	12	0	Not
ENSG00000006194.10	4	12	-0.188763383989369	Not
ENSG00000006210.7	4	12	1.31646409726035	Significant
ENSG00000006282.21	4	12	-0.0493893523852989	Not
ENSG00000006283.18	4	12	0	Not
ENSG00000006327.13	4	12	-0.312414442745506	Not
ENSG00000006377.11	4	12	0	Not
ENSG00000006432.15	4	12	0.186597920875936	Not
ENSG00000006451.8	4	12	-0.362303333363895	Not
ENSG00000006453.14	4	12	-0.152925982635948	Not
ENSG00000006459.11	4	12	0.0969280694367305	Not
ENSG00000006468.14	4	12	0.541919199085914	Not
ENSG00000006530.17	4	12	-0.261186877192096	Not
ENSG00000006534.16	4	12	0.0838811276835723	Not
ENSG00000006555.11	4	12	-0.599668465348831	Not
ENSG00000006576.16	4	12	0.296683155444217	Not
ENSG00000006606.8	4	12	0	Not
ENSG00000006607.14	4	12	0.127149170229523	Not
ENSG00000006611.16	4	12	-0.405246807157509	Not
ENSG00000006625.18	4	12	-0.37900229855299	Not
ENSG00000006634.8	4	12	0.230012202117254	Not
ENSG00000006638.11	4	12	0	Not
ENSG00000006652.14	4	12	-0.0324996087106154	Not
ENSG00000006659.13	4	12	0	Not
ENSG00000006695.11	4	12	0.201276688211161	Not
ENSG00000006704.10	4	12	0.0196748695825676	Not
ENSG00000006712.15	4	12	0.25274397326153	Not
ENSG00000006715.16	4	12	0.0284683161825055	Not
ENSG00000006740.17	4	12	0.282659785599848	Not
ENSG00000006744.19	4	12	-0.122841400522698	Not
ENSG00000006747.15	4	12	-0.29296567971574	Not
ENSG00000006756.16	4	12	-0.370434914339576	Not
ENSG00000006757.12	4	12	-0.274276244717189	Not
ENSG00000006788.14	4	12	0	Not
ENSG00000006831.10	4	12	-0.170398826693667	Not
ENSG00000006837.12	4	12	0	Not
ENSG00000007001.12	4	12	0	Not
ENSG00000007038.11	4	12	0	Not
ENSG00000007047.15	4	12	0.169291954631256	Not
ENSG00000007062.11	4	12	-0.662659247582591	Significant
ENSG00000007080.11	4	12	0.125944949770786	Not
ENSG00000007129.18	4	12	0	Not
ENSG00000007168.13	4	12	-0.294761301825074	Not
ENSG00000007171.17	4	12	0	Not
ENSG00000007174.18	4	12	0	Not
ENSG00000007202.15	4	12	0.106465004195211	Not
ENSG00000007216.14	4	12	0	Not
ENSG00000007237.18	4	12	0	Not
ENSG00000007255.10	4	12	-0.241545309626468	Not
ENSG00000007264.15	4	12	0	Not
ENSG00000007306.15	4	12	0	Not
ENSG00000007312.12	4	12	0	Not
ENSG00000007314.12	4	12	0	Not
ENSG00000007341.19	4	12	-0.540866681618756	Not
ENSG00000007350.17	4	12	0	Not
ENSG00000007372.22	4	12	0	Not
ENSG00000007376.8	4	12	-0.15352145810883	Not
ENSG00000007384.15	4	12	0.0897351529611182	Not
ENSG00000007392.16	4	12	-0.0425918482091584	Not
ENSG00000007402.11	4	12	0	Not
ENSG00000007516.13	4	12	-0.664334066787102	Not
ENSG00000007520.4	4	12	0.0658660925339142	Not
ENSG00000007541.16	4	12	0.275322428578168	Not
ENSG00000007545.15	4	12	0.3087089295378	Not
ENSG00000007866.21	4	12	0.0241323517117927	Not
ENSG00000007908.16	4	12	0	Not
ENSG00000007923.16	4	12	-0.452279636945854	Not
ENSG00000007933.13	4	12	0	Not
ENSG00000007944.15	4	12	0.388810925152601	Not
ENSG00000007952.18	4	12	0	Not
ENSG00000007968.7	4	12	0.858378471612202	Not
ENSG00000008018.9	4	12	-0.160580005167058	Not
ENSG00000008056.14	4	12	0	Not
ENSG00000008083.14	4	12	-0.0655017866959654	Not
ENSG00000008086.11	4	12	0.202943878790461	Not
ENSG00000008118.10	4	12	0	Not
ENSG00000008128.23	4	12	0.307515683593311	Not
ENSG00000008130.15	4	12	0.243778211485765	Not
ENSG00000008196.13	4	12	0	Not
ENSG00000008226.19	4	12	0	Not
ENSG00000008256.16	4	12	-0.0532439551089603	Not
ENSG00000008277.14	4	12	0.582248692011708	Not
ENSG00000008282.8	4	12	-0.274537733396924	Not
ENSG00000008283.16	4	12	-0.264092867107979	Not
ENSG00000008294.21	4	12	-0.00911633385459917	Not
ENSG00000008300.17	4	12	0.0631159953038856	Not
ENSG00000008311.15	4	12	0.932233540714161	Significant
ENSG00000008323.15	4	12	0.495577019093144	Not
ENSG00000008324.11	4	12	0.249413341810177	Not
ENSG00000008382.15	4	12	-0.121888310301069	Not
ENSG00000008394.13	4	12	0.162418846164156	Not
ENSG00000008405.12	4	12	0.433591032684146	Not
ENSG00000008438.5	4	12	0	Not
ENSG00000008441.16	4	12	-0.176002283866578	Not
ENSG00000008513.16	4	12	-0.590474870251988	Significant
ENSG00000008516.17	4	12	0	Not
ENSG00000008517.16	4	12	0.811468942856046	Not
ENSG00000008710.19	4	12	-0.422782880815268	Not
ENSG00000008735.14	4	12	-0.220621411606259	Not
ENSG00000008838.20	4	12	0.171370400995441	Not
ENSG00000008853.16	4	12	0.115791911019127	Not
ENSG00000008869.12	4	12	-0.0247684224249467	Not
ENSG00000008952.17	4	12	-0.48793187865215	Significant
ENSG00000008988.9	4	12	-0.113234412811548	Not
ENSG00000009307.16	4	12	0.0383428647589199	Not
ENSG00000009335.18	4	12	-0.0734020161903518	Not
ENSG00000009413.15	4	12	0.502259433890961	Significant
ENSG00000009694.13	4	12	0	Not
ENSG00000009765.14	4	12	0	Not
ENSG00000009780.15	4	12	0.374628957797257	Not
ENSG00000009790.15	4	12	0	Not
ENSG00000009830.11	4	12	0.0970502464608075	Not
ENSG00000009844.16	4	12	-0.187968116209324	Not
ENSG00000009950.16	4	12	0	Not
ENSG00000009954.11	4	12	0.271948698868937	Not
ENSG00000010017.13	4	12	0.139133620066957	Not
ENSG00000010030.14	4	12	2.88352909233192	Significant
ENSG00000010072.16	4	12	-0.183375113035386	Not
ENSG00000010165.20	4	12	-0.18473713643561	Not
ENSG00000010219.13	4	12	-0.0549781588334361	Not
ENSG00000010244.18	4	12	0.0695287322245422	Not
ENSG00000010256.11	4	12	0.126053546536333	Not
ENSG00000010270.13	4	12	0.0562083187609795	Not
ENSG00000010278.14	4	12	-0.272522761324732	Not
ENSG00000010282.14	4	12	0	Not
ENSG00000010292.13	4	12	1.08429483335485	Significant
ENSG00000010295.19	4	12	0	Not
ENSG00000010310.9	4	12	-1.52035010053082	Not
ENSG00000010318.21	4	12	-0.240540613887275	Not
ENSG00000010319.6	4	12	0	Not
ENSG00000010322.16	4	12	-0.103655325329208	Not
ENSG00000010327.10	4	12	0	Not
ENSG00000010361.13	4	12	-0.178634405409764	Not
ENSG00000010379.16	4	12	0	Not
ENSG00000010404.18	4	12	-0.655214588211004	Significant
ENSG00000010438.16	4	12	-0.172488192148561	Not
ENSG00000010539.11	4	12	-0.0693528656412075	Not
ENSG00000010610.10	4	12	0	Not
ENSG00000010626.15	4	12	-0.271805461962946	Not
ENSG00000010671.15	4	12	0	Not
ENSG00000010704.18	4	12	0.579747233404094	Not
ENSG00000010803.16	4	12	0.36371829397315	Not
ENSG00000010810.17	4	12	-0.0271240040860498	Not
ENSG00000010818.10	4	12	0.493178398226338	Significant
ENSG00000011007.12	4	12	-0.0279868985149126	Not
ENSG00000011009.11	4	12	0.150279980619107	Not
ENSG00000011021.23	4	12	0.209717977940569	Not
ENSG00000011028.14	4	12	0.496411398577608	Not
ENSG00000011052.21	4	12	0.0546509980387039	Not
ENSG00000011083.9	4	12	0	Not
ENSG00000011105.14	4	12	-0.405930459842156	Not
ENSG00000011114.15	4	12	0.0634596712125515	Not
ENSG00000011132.12	4	12	0.503109811881415	Not
ENSG00000011143.16	4	12	-0.237989623614843	Not
ENSG00000011198.9	4	12	-0.381354229942633	Not
ENSG00000011201.12	4	12	0	Not
ENSG00000011243.18	4	12	0.661369436499079	Not
ENSG00000011258.16	4	12	0.0562320180100113	Not
ENSG00000011260.14	4	12	-0.187590871437118	Not
ENSG00000011275.18	4	12	-0.0752948980331041	Not
ENSG00000011295.16	4	12	-0.543998664620776	Significant
ENSG00000011304.20	4	12	-0.0979429023456722	Not
ENSG00000011332.19	4	12	0	Not
ENSG00000011347.9	4	12	-0.265394971381345	Not
ENSG00000011376.11	4	12	0.0353443030370941	Not
ENSG00000011405.13	4	12	0.121516281229436	Not
ENSG00000011422.12	4	12	-0.0571782015255456	Not
ENSG00000011426.11	4	12	0.771707198067321	Significant
ENSG00000011451.19	4	12	-0.221540157503593	Not
ENSG00000011454.17	4	12	0.272841319839404	Not
ENSG00000011465.17	4	12	0	Not
ENSG00000011478.12	4	12	-0.134508732212651	Not
ENSG00000011485.14	4	12	-0.0453493907382524	Not
ENSG00000011523.14	4	12	-0.274571715301115	Not
ENSG00000011566.15	4	12	0.0362477645566676	Not
ENSG00000011590.14	4	12	0	Not
ENSG00000011600.11	4	12	0	Not
ENSG00000011638.10	4	12	0.161907452903117	Not
ENSG00000011677.13	4	12	0	Not
ENSG00000012048.22	4	12	0.608550124911977	Significant
ENSG00000012061.15	4	12	0.0170855739717672	Not
ENSG00000012124.17	4	12	0	Not
ENSG00000012171.19	4	12	-0.380836727347268	Not
ENSG00000012174.12	4	12	-0.309561549225302	Not
ENSG00000012211.13	4	12	-0.139198568697124	Not
ENSG00000012223.12	4	12	0	Not
ENSG00000012232.8	4	12	-0.152407369275299	Not
ENSG00000012504.15	4	12	0.183377096546236	Not
ENSG00000012660.14	4	12	0.330142879043775	Not
ENSG00000012779.11	4	12	-1.21601357922107	Not
ENSG00000012822.16	4	12	-0.490527915484858	Not
ENSG00000012963.15	4	12	0.413252737896436	Not
ENSG00000012983.11	4	12	0.0872887445395881	Not
ENSG00000013016.16	4	12	-0.590025545395061	Not
ENSG00000013275.7	4	12	0.16356855669037	Not
ENSG00000013288.8	4	12	-0.238264948889657	Not
ENSG00000013293.6	4	12	0	Not
ENSG00000013297.11	4	12	0	Not
ENSG00000013306.16	4	12	0.112210624592352	Not
ENSG00000013364.19	4	12	-0.208128444590232	Not
ENSG00000013374.16	4	12	0.327799929850685	Not
ENSG00000013375.16	4	12	-0.314715330434399	Not
ENSG00000013392.8	4	12	-0.292615936485501	Not
ENSG00000013441.16	4	12	0.195388628373453	Not
ENSG00000013503.10	4	12	-0.248256776873979	Not
ENSG00000013523.9	4	12	0.241423824975562	Not
ENSG00000013561.18	4	12	-0.220899230233385	Not
ENSG00000013563.14	4	12	0.202763411293403	Not
ENSG00000013573.17	4	12	0.207990039768471	Not
ENSG00000013583.10	4	12	0.0287784567067012	Not
ENSG00000013588.8	4	12	-0.135394722605029	Not
ENSG00000013619.14	4	12	-0.52562338460929	Not
ENSG00000013725.14	4	12	0	Not
ENSG00000013810.19	4	12	0.508343136387951	Not
ENSG00000014123.10	4	12	-0.065288374875478	Not
ENSG00000014138.9	4	12	0.610057154390139	Not
ENSG00000014164.7	4	12	0.0855051172944521	Not
ENSG00000014216.15	4	12	-0.375165458277966	Significant
ENSG00000014257.16	4	12	-0.0813804609205129	Not
ENSG00000014641.18	4	12	0.145499622633725	Not
ENSG00000014824.14	4	12	-0.252650517807457	Not
ENSG00000014914.21	4	12	0.623735626071915	Not
ENSG00000014919.12	4	12	0.171870509805001	Not
ENSG00000015133.19	4	12	0.0621021815684114	Not
ENSG00000015153.14	4	12	-0.258094437694398	Not
ENSG00000015171.19	4	12	-0.376337516725379	Not
ENSG00000015285.10	4	12	0	Not
ENSG00000015475.18	4	12	-0.0293521073032184	Not
ENSG00000015479.18	4	12	-0.213235688941298	Not
ENSG00000015520.14	4	12	0.580267070387344	Not
ENSG00000015532.9	4	12	-0.0719276478205134	Not
ENSG00000015592.16	4	12	0	Not
ENSG00000015676.18	4	12	-0.0751422169284688	Not
ENSG00000016082.15	4	12	0.671101227269184	Not
ENSG00000016391.11	4	12	0.235301531704012	Not
ENSG00000016402.13	4	12	-0.331139009273421	Not
ENSG00000016490.15	4	12	0	Not
ENSG00000016602.9	4	12	0	Not
ENSG00000016864.18	4	12	-0.174910869370137	Not
ENSG00000017260.19	4	12	-0.0136758638595049	Not
ENSG00000017427.16	4	12	0	Not
ENSG00000017483.15	4	12	0	Not
ENSG00000017797.13	4	12	-0.0264650706515122	Not
ENSG00000018189.13	4	12	0.299022744560328	Not
ENSG00000018236.15	4	12	0	Not
ENSG00000018280.17	4	12	0	Not
ENSG00000018408.14	4	12	-0.409163975894925	Significant
ENSG00000018510.15	4	12	-0.0456264888205342	Not
ENSG00000018607.6	4	12	0	Not
ENSG00000018610.14	4	12	-0.454540084653682	Not
ENSG00000018625.14	4	12	0	Not
ENSG00000018699.13	4	12	-0.217539997386205	Not
ENSG00000018869.16	4	12	-0.89447709822646	Not
ENSG00000019102.12	4	12	0	Not
ENSG00000019144.19	4	12	0.208874431243044	Not
ENSG00000019169.10	4	12	0	Not
ENSG00000019186.10	4	12	0.22965874165042	Not
ENSG00000019485.13	4	12	0.0460373346237616	Not
ENSG00000019505.8	4	12	-0.553352233094024	Significant
ENSG00000019549.12	4	12	0	Not
ENSG00000019582.15	4	12	-0.0803941551815846	Not
ENSG00000019991.17	4	12	0	Not
ENSG00000019995.6	4	12	0.0837007768877302	Not
ENSG00000020129.16	4	12	-0.303779786894803	Not
ENSG00000020181.17	4	12	-0.239703067829468	Not
ENSG00000020219.9	4	12	0	Not
ENSG00000020256.20	4	12	-0.177781906552191	Not
ENSG00000020426.11	4	12	-0.204740217875471	Not
ENSG00000020577.13	4	12	0.195488402634171	Not
ENSG00000020633.18	4	12	0	Not
ENSG00000020922.12	4	12	0.198416523722564	Not
ENSG00000021300.14	4	12	-0.310894294651546	Not
ENSG00000021355.13	4	12	-0.244945504719384	Not
ENSG00000021461.16	4	12	0	Not
ENSG00000021488.13	4	12	0	Not
ENSG00000021574.12	4	12	-0.0505642235046614	Not
ENSG00000021645.18	4	12	0	Not
ENSG00000021762.20	4	12	0	Not
ENSG00000021776.11	4	12	-0.263791706787153	Not
ENSG00000021826.15	4	12	-0.743911882553984	Not
ENSG00000021852.13	4	12	0	Not
ENSG00000022267.17	4	12	0	Not
ENSG00000022277.12	4	12	-0.35306070664522	Not
ENSG00000022355.17	4	12	0	Not
ENSG00000022556.16	4	12	0.0403416401876401	Not
ENSG00000022567.9	4	12	-0.448457670026066	Not
ENSG00000022840.16	4	12	-0.0668945957736815	Not
ENSG00000022976.15	4	12	0.370967786138342	Not
ENSG00000023041.11	4	12	0.0378621890038852	Not
ENSG00000023171.18	4	12	-0.119158523305865	Not
ENSG00000023191.17	4	12	0.138716598716672	Not
ENSG00000023228.14	4	12	-0.0600953435424377	Not
ENSG00000023287.13	4	12	-0.00530669595300855	Not
ENSG00000023318.8	4	12	-0.380037416033766	Not
ENSG00000023330.15	4	12	-0.075198841350603	Not
ENSG00000023445.14	4	12	0.81977180391302	Significant
ENSG00000023516.9	4	12	-0.126088004656221	Not
ENSG00000023572.9	4	12	-0.495611935680579	Not
ENSG00000023608.5	4	12	-0.469063652468114	Not
ENSG00000023697.13	4	12	0.518250525359561	Not
ENSG00000023734.11	4	12	-0.307319617721004	Not
ENSG00000023839.11	4	12	0.338496981333671	Not
ENSG00000023892.11	4	12	0.0353216657616335	Not
ENSG00000023902.14	4	12	-0.403604017175606	Not
ENSG00000023909.10	4	12	-0.0787446112201789	Not
ENSG00000024048.10	4	12	0.245598776117523	Not
ENSG00000024422.12	4	12	-0.504976127032876	Not
ENSG00000024526.17	4	12	0.586908573453584	Not
ENSG00000024862.17	4	12	0.291029603094164	Not
ENSG00000025039.14	4	12	-0.282801014633208	Not
ENSG00000025156.12	4	12	0.325990883081634	Not
ENSG00000025293.17	4	12	-0.0885338918087428	Not
ENSG00000025423.11	4	12	0	Not
ENSG00000025434.19	4	12	0.0662243722697122	Not
ENSG00000025708.14	4	12	0.420043633581016	Not
ENSG00000025770.19	4	12	0.496261731624444	Not
ENSG00000025772.8	4	12	-0.0643469279276633	Not
ENSG00000025796.14	4	12	-0.261847501918667	Not
ENSG00000025800.14	4	12	-0.0354915915251656	Not
ENSG00000026025.16	4	12	-0.643144478552106	Significant
ENSG00000026036.22	4	12	0.595517470883239	Not
ENSG00000026103.22	4	12	1.19377044403874	Not
ENSG00000026297.15	4	12	-0.0609314042699283	Not
ENSG00000026508.18	4	12	-0.454140758605334	Significant
ENSG00000026559.14	4	12	0	Not
ENSG00000026652.14	4	12	-0.311758122616619	Not
ENSG00000026751.17	4	12	-1.21201393346846	Not
ENSG00000026950.17	4	12	0.94602830015446	Significant
ENSG00000027001.10	4	12	-0.0557343150745339	Not
ENSG00000027075.15	4	12	0.101136600714507	Not
ENSG00000027644.5	4	12	0	Not
ENSG00000027697.14	4	12	-0.0188207997602655	Not
ENSG00000027847.14	4	12	0.00484740958222793	Not
ENSG00000027869.11	4	12	0	Not
ENSG00000028116.17	4	12	-0.245878570980433	Not
ENSG00000028137.19	4	12	0	Not
ENSG00000028203.18	4	12	0.158641368122579	Not
ENSG00000028277.21	4	12	-0.555166839597685	Not
ENSG00000028310.18	4	12	0.0539325663458918	Not
ENSG00000028528.15	4	12	-0.100805046944276	Not
ENSG00000028839.10	4	12	-0.367685617675778	Not
ENSG00000029153.14	4	12	0.16449853674415	Not
ENSG00000029363.16	4	12	-0.00658811544466066	Not
ENSG00000029364.12	4	12	-0.054069558667638	Not
ENSG00000029534.20	4	12	0	Not
ENSG00000029639.11	4	12	-0.0709160221134437	Not
ENSG00000029725.17	4	12	-0.0138125747687386	Not
ENSG00000029993.15	4	12	-0.122331001186951	Not
ENSG00000030066.13	4	12	0.174725936090376	Not
ENSG00000030110.13	4	12	0.0365839385764884	Not
ENSG00000030304.13	4	12	0	Not
ENSG00000030419.16	4	12	0.886114802222784	Significant
ENSG00000030582.18	4	12	-0.324308183076387	Not
ENSG00000031003.10	4	12	-0.149256185933438	Not
ENSG00000031081.10	4	12	0	Not
ENSG00000031691.7	4	12	0.383964734098701	Not
ENSG00000031698.13	4	12	-0.174461823924934	Not
ENSG00000031823.14	4	12	-0.0706115914115396	Not
ENSG00000032219.18	4	12	0.216160508415113	Not
ENSG00000032389.12	4	12	0.307166805320046	Not
ENSG00000032444.16	4	12	-0.33543421018255	Not
ENSG00000032742.17	4	12	0.260811463493679	Not
ENSG00000033011.12	4	12	-0.0165048990942864	Not
ENSG00000033030.13	4	12	0.259559340896891	Not
ENSG00000033050.9	4	12	-0.296955955431483	Not
ENSG00000033100.16	4	12	-0.180829325713544	Not
ENSG00000033122.19	4	12	0	Not
ENSG00000033170.16	4	12	0.0884253950868643	Not
ENSG00000033178.13	4	12	0.0159783239464464	Not
ENSG00000033327.13	4	12	-0.0961793405113555	Not
ENSG00000033627.16	4	12	-0.304583716138728	Not
ENSG00000033800.13	4	12	0.395124203510247	Not
ENSG00000033867.16	4	12	-0.339353255116907	Not
ENSG00000034053.14	4	12	0	Not
ENSG00000034152.18	4	12	-0.234026772740847	Not
ENSG00000034239.11	4	12	0	Not
ENSG00000034510.6	4	12	0.00765391927852182	Not
ENSG00000034533.11	4	12	0.286358900308581	Not
ENSG00000034677.13	4	12	-0.0203526344851257	Not
ENSG00000034693.15	4	12	0.106973527849224	Not
ENSG00000034713.8	4	12	-0.17097823942846	Not
ENSG00000035115.21	4	12	0.0233903032276553	Not
ENSG00000035141.8	4	12	-0.45129905777089	Not
ENSG00000035403.17	4	12	-0.147666914438783	Not
ENSG00000035499.13	4	12	0.564146870402885	Significant
ENSG00000035664.11	4	12	0	Not
ENSG00000035681.9	4	12	-0.0465279292601374	Not
ENSG00000035687.10	4	12	-0.0459013482172917	Not
ENSG00000035862.12	4	12	-0.810388376636174	Not
ENSG00000035928.16	4	12	0.112661717076931	Not
ENSG00000036054.13	4	12	0.135172714871288	Not
ENSG00000036257.13	4	12	-0.0987738711542603	Not
ENSG00000036448.10	4	12	0	Not
ENSG00000036473.8	4	12	0	Not
ENSG00000036530.8	4	12	0	Not
ENSG00000036549.13	4	12	-0.146402757129635	Not
ENSG00000036672.16	4	12	0	Not
ENSG00000036828.16	4	12	-0.558209100187145	Not
ENSG00000037042.9	4	12	0.210665013479918	Not
ENSG00000037241.7	4	12	-0.162799251960255	Not
ENSG00000037280.16	4	12	0	Not
ENSG00000037474.15	4	12	-0.146729885034528	Not
ENSG00000037637.11	4	12	-0.0411580894641398	Not
ENSG00000037749.12	4	12	-0.509756689762927	Not
ENSG00000037757.14	4	12	-0.0696506320687016	Not
ENSG00000037897.17	4	12	-0.386270734240774	Not
ENSG00000037965.6	4	12	0	Not
ENSG00000038002.9	4	12	0.138578274016416	Not
ENSG00000038210.13	4	12	0.1488451031781	Not
ENSG00000038219.13	4	12	-0.100207824537231	Not
ENSG00000038274.17	4	12	0.181545546335996	Not
ENSG00000038295.8	4	12	0	Not
ENSG00000038358.15	4	12	0.277413434536468	Not
ENSG00000038382.20	4	12	0.0594645171104455	Not
ENSG00000038427.16	4	12	-0.198363062758809	Not
ENSG00000038532.16	4	12	0.0391986841390437	Not
ENSG00000038945.15	4	12	0	Not
ENSG00000039068.19	4	12	-0.440893216611095	Significant
ENSG00000039123.16	4	12	0.0105432438929373	Not
ENSG00000039139.9	4	12	-0.115329483283915	Not
ENSG00000039319.17	4	12	0.0558274442094109	Not
ENSG00000039523.20	4	12	-0.268937446304851	Not
ENSG00000039537.13	4	12	0	Not
ENSG00000039560.14	4	12	-0.147850318836162	Not
ENSG00000039600.11	4	12	0	Not
ENSG00000039650.12	4	12	0.150450840139541	Not
ENSG00000039987.6	4	12	0	Not
ENSG00000040199.18	4	12	-0.0525301437560775	Not
ENSG00000040275.17	4	12	0.236087420013311	Not
